id,title,subtitle,type,region,country,location,fit,status,posted,checked,notes,source,url
1,United Nations Secretariat,UN & Multilateral,UN & Multilateral,Global,"New York, USA",,High,Not Available,,2026-07-20,ICT Manager | Enterprise Architect | Digital Transformation | Programme Technology | Data & Analytics,,https://careers.un.org/
123,Amref Health Africa,Global Health & Healthcare,Global Health & Healthcare,Africa,"Nairobi, Kenya",,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://amref.org/careers/
124,Africa CDC,Global Health & Healthcare,Global Health & Healthcare,Africa,"Addis Ababa, Ethiopia",,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://africacdc.org/careers/
125,eHealth Africa,Global Health & Healthcare,Global Health & Healthcare,Africa,"Kano, Nigeria",,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://www.ehealthafrica.org/careers
126,IntraHealth International,Global Health & Healthcare,Global Health & Healthcare,Africa,"Chapel Hill, USA",,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://www.intrahealth.org/careers
127,VillageReach,Global Health & Healthcare,Global Health & Healthcare,Africa,"Seattle, USA",,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://www.villagereach.org/careers/
128,Medic,Global Health & Healthcare,Global Health & Healthcare,Global,"San Francisco, USA",,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://medic.org/careers/
129,Dimagi,Global Health & Healthcare,Global Health & Healthcare,Global,"Cambridge, USA",,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://dimagi.com/careers/
130,OpenMRS,Global Health & Healthcare,Global Health & Healthcare,Global,Global,,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://openmrs.org/careers/
131,DHIS2 / HISP Centre,Global Health & Healthcare,Global Health & Healthcare,Global,"Oslo, Norway",,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://dhis2.org/careers/
132,OpenHIE,Global Health & Healthcare,Global Health & Healthcare,Global,Global,,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://ohie.org/
133,OpenLMIS,Global Health & Healthcare,Global Health & Healthcare,Global,Global,,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://openlmis.org/
134,Bahmni,Global Health & Healthcare,Global Health & Healthcare,Global,Global,,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://www.bahmni.org/
135,InterSystems,Global Health & Healthcare,Global Health & Healthcare,Global,"Cambridge, USA",,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://www.intersystems.com/careers/
136,Epic Systems,Global Health & Healthcare,Global Health & Healthcare,Global,"Verona, USA",,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://careers.epic.com/
137,Oracle Health,Global Health & Healthcare,Global Health & Healthcare,Global,"Austin, USA",,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://careers.oracle.com/
138,MEDITECH,Global Health & Healthcare,Global Health & Healthcare,Global,"Canton, USA",,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://ehr.meditech.com/careers
139,Philips,Global Health & Healthcare,Global Health & Healthcare,Global,"Amsterdam, Netherlands",,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://www.careers.philips.com/
140,GE HealthCare,Global Health & Healthcare,Global Health & Healthcare,Global,"Chicago, USA",,High,Not Available,,2026-07-20,Health Information Systems | Digital Health | Interoperability | Enterprise Systems | Data Platforms,,https://careers.gehealthcare.com/
141,Microsoft,Technology & Cloud,Technology & Cloud,Global,"Redmond, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://careers.microsoft.com/
142,Google,Technology & Cloud,Technology & Cloud,Global,"Mountain View, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://careers.google.com/
143,Amazon Web Services,Technology & Cloud,Technology & Cloud,Global,"Seattle, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.amazon.jobs/en/teams/amazon-web-services
144,Oracle,Technology & Cloud,Technology & Cloud,Global,"Austin, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://careers.oracle.com/
145,SAP,Technology & Cloud,Technology & Cloud,Global,"Walldorf, Germany",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://jobs.sap.com/
146,IBM,Technology & Cloud,Technology & Cloud,Global,"Armonk, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.ibm.com/careers
147,Cisco,Technology & Cloud,Technology & Cloud,Global,"San Jose, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://jobs.cisco.com/
148,Red Hat,Technology & Cloud,Technology & Cloud,Global,"Raleigh, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.redhat.com/en/jobs
149,Salesforce,Technology & Cloud,Technology & Cloud,Global,"San Francisco, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://careers.salesforce.com/
150,ServiceNow,Technology & Cloud,Technology & Cloud,Global,"Santa Clara, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://careers.servicenow.com/
151,Dell Technologies,Technology & Cloud,Technology & Cloud,Global,"Round Rock, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://jobs.dell.com/
152,Hewlett Packard Enterprise,Technology & Cloud,Technology & Cloud,Global,"Spring, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://careers.hpe.com/
153,HP Inc.,Technology & Cloud,Technology & Cloud,Global,"Palo Alto, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://jobs.hp.com/
154,Lenovo,Technology & Cloud,Technology & Cloud,Global,"Beijing, China",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://jobs.lenovo.com/
155,NVIDIA,Technology & Cloud,Technology & Cloud,Global,"Santa Clara, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.nvidia.com/en-us/about-nvidia/careers/
156,Intel,Technology & Cloud,Technology & Cloud,Global,"Santa Clara, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://jobs.intel.com/
157,AMD,Technology & Cloud,Technology & Cloud,Global,"Santa Clara, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://careers.amd.com/
158,Qualcomm,Technology & Cloud,Technology & Cloud,Global,"San Diego, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.qualcomm.com/company/careers
159,Cloudflare,Technology & Cloud,Technology & Cloud,Global,"San Francisco, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.cloudflare.com/careers/
160,Databricks,Technology & Cloud,Technology & Cloud,Global,"San Francisco, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.databricks.com/company/careers
161,Snowflake,Technology & Cloud,Technology & Cloud,Global,"Bozeman, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://careers.snowflake.com/
162,MongoDB,Technology & Cloud,Technology & Cloud,Global,"New York, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.mongodb.com/careers
163,Elastic,Technology & Cloud,Technology & Cloud,Global,"Amsterdam, Netherlands",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.elastic.co/careers
164,GitHub,Technology & Cloud,Technology & Cloud,Global,"San Francisco, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.github.careers/careers-home
165,GitLab,Technology & Cloud,Technology & Cloud,Global,Remote,,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://about.gitlab.com/jobs/
166,Atlassian,Technology & Cloud,Technology & Cloud,Global,"Sydney, Australia",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.atlassian.com/company/careers
167,HashiCorp,Technology & Cloud,Technology & Cloud,Global,"San Francisco, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.hashicorp.com/careers
168,Grafana Labs,Technology & Cloud,Technology & Cloud,Global,"New York, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://grafana.com/about/careers/
169,SUSE,Technology & Cloud,Technology & Cloud,Global,Luxembourg,,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://jobs.suse.com/
170,Canonical,Technology & Cloud,Technology & Cloud,Global,"London, UK",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://canonical.com/careers
171,VMware by Broadcom,Technology & Cloud,Technology & Cloud,Global,"Palo Alto, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.broadcom.com/company/careers
172,Broadcom,Technology & Cloud,Technology & Cloud,Global,"Palo Alto, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.broadcom.com/company/careers
173,Palo Alto Networks,Technology & Cloud,Technology & Cloud,Global,"Santa Clara, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://jobs.paloaltonetworks.com/
174,Fortinet,Technology & Cloud,Technology & Cloud,Global,"Sunnyvale, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.fortinet.com/corporate/careers
175,CrowdStrike,Technology & Cloud,Technology & Cloud,Global,"Austin, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.crowdstrike.com/careers/
176,Zscaler,Technology & Cloud,Technology & Cloud,Global,"San Jose, USA",,High,Not Available,,2026-07-20,Solutions Architect | Enterprise Architect | Cloud | Customer Success | Technical Program Management,,https://www.zscaler.com/careers
