id,title,subtitle,type,region,country,location,fit,status,posted,checked,notes,source,url
1,Pfizer,Global Pharmaceuticals,Global Pharmaceuticals,Global,"New York, USA",,Medium,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | ERP & Manufacturing Systems | Data & Analytics | IT Governance,,https://www.pfizer.com/about/careers
105,Vaxcyte,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"San Carlos, USA",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://www.vaxcyte.com/careers/
106,Apellis Pharmaceuticals,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"Waltham, USA",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://apellis.com/careers/
107,Prothena,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"Dublin, Ireland",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://www.prothena.com/careers/
108,Ionis Pharmaceuticals,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"Carlsbad, USA",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://www.ionis.com/careers/
109,Halozyme Therapeutics,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"San Diego, USA",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://www.halozyme.com/careers/
110,Madrigal Pharmaceuticals,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"West Conshohocken, USA",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://www.madrigalpharma.com/careers/
111,Kiniksa Pharmaceuticals,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"Hamilton, Bermuda",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://www.kiniksa.com/careers/
112,Krystal Biotech,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"Pittsburgh, USA",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://www.krystalbio.com/careers/
113,Vera Therapeutics,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"Brisbane, USA",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://veratx.com/careers/
114,Revolution Medicines,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"Redwood City, USA",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://www.revmed.com/careers/
115,Kymera Therapeutics,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"Watertown, USA",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://www.kymeratx.com/careers/
116,Arcellx,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"Redwood City, USA",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://www.arcellx.com/careers/
117,Caribou Biosciences,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"Berkeley, USA",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://www.cariboubio.com/careers/
118,Sana Biotechnology,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"Seattle, USA",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://sana.com/careers/
119,Fate Therapeutics,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"San Diego, USA",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://fatetherapeutics.com/careers/
120,Vir Biotechnology,Biotechnology & Specialty Pharma,Biotechnology & Specialty Pharma,Global,"San Francisco, USA",,Medium,Not Available,,2026-07-20,R&D Digital Platforms | Data Engineering | Cloud & Cybersecurity | Enterprise Applications | Technical Program Management,,https://www.vir.bio/careers/
121,Medtronic,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Galway, Ireland",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.medtronic.com/en-us/our-company/careers.html
122,Abbott,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Abbott Park, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.jobs.abbott/
123,Boston Scientific,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Marlborough, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://jobs.bostonscientific.com/
124,Stryker,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Portage, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.stryker.com/
125,"Becton, Dickinson and Company",Medical Devices & Equipment,Medical Devices & Equipment,Global,"Franklin Lakes, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://jobs.bd.com/
126,Baxter International,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Deerfield, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://jobs.baxter.com/
127,Edwards Lifesciences,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Irvine, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.edwards.com/careers
128,Intuitive Surgical,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Sunnyvale, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.intuitive.com/
129,Zimmer Biomet,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Warsaw, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.zimmerbiomet.com/
130,Smith+Nephew,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Watford, UK",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.smith-nephew.com/
131,Alcon,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Geneva, Switzerland",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.alcon.com/careers
132,The CooperCompanies,Medical Devices & Equipment,Medical Devices & Equipment,Global,"San Ramon, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.coopercos.com/careers
133,ResMed,Medical Devices & Equipment,Medical Devices & Equipment,Global,"San Diego, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.resmed.com/
134,Insulet,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Acton, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.insulet.com/
135,Dexcom,Medical Devices & Equipment,Medical Devices & Equipment,Global,"San Diego, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.dexcom.com/
136,Tandem Diabetes Care,Medical Devices & Equipment,Medical Devices & Equipment,Global,"San Diego, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.tandemdiabetes.com/careers
137,Penumbra,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Alameda, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.penumbrainc.com/careers/
138,Integra LifeSciences,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Princeton, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.integralife.com/
139,Masimo,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Irvine, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.masimo.com/company/careers/
140,Align Technology,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Tempe, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://jobs.aligntech.com/
141,Envista Holdings,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Brea, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.envistaco.com/
142,Straumann Group,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Basel, Switzerland",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.straumann.com/
143,Dentsply Sirona,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Charlotte, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.dentsplysirona.com/
144,Henry Schein,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Melville, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.henryschein.com/
145,Olympus,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Tokyo, Japan",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.olympus-global.com/company/recruit/
146,Terumo,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Tokyo, Japan",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.terumo.com/careers
147,Nipro,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Osaka, Japan",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.nipro-group.com/en/careers/
148,Getinge,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Gothenburg, Sweden",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.getinge.com/int/careers/
149,Dräger,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Lübeck, Germany",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.draeger.com/en-us_us/Career
150,Elekta,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Stockholm, Sweden",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.elekta.com/company/careers/
151,Siemens Healthineers,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Erlangen, Germany",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.siemens-healthineers.com/careers
152,GE HealthCare,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Chicago, USA",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers.gehealthcare.com/
153,Philips,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Amsterdam, Netherlands",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.careers.philips.com/
154,Canon Medical Systems,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Otawara, Japan",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://global.medical.canon/about/careers
155,Fujifilm Healthcare,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Tokyo, Japan",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://careers-us.fujifilm.com/
156,Samsung Medison,Medical Devices & Equipment,Medical Devices & Equipment,Asia / APAC,"Seoul, South Korea",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.samsungmedison.com/careers
157,Mindray,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Shenzhen, China",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.mindray.com/en/career
158,Sonova,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Stäfa, Switzerland",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.sonova.com/en/careers
159,Demant,Medical Devices & Equipment,Medical Devices & Equipment,Global,"Smørum, Denmark",,High,Not Available,,2026-07-20,Digital Health Platforms | Systems Integration | Enterprise Applications | Service Technology | Data Platforms,,https://www.demant.com/careers
