id,title,organization,role_family,country,location,availability_status,published_date,last_checked,record_type,source_quality,match_score,url,notes
job-00101,Enterprise Architect — GulfTalent Live Search,Saudi Arabia,Live Job Search,Saudi Arabia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.gulftalent.com/jobs?keywords=Enterprise+Architect,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00102,Enterprise Architect — GulfTalent Live Search,United Arab Emirates,Live Job Search,United Arab Emirates,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.gulftalent.com/jobs?keywords=Enterprise+Architect,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00103,Enterprise Architect — GulfTalent Live Search,Qatar,Live Job Search,Qatar,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.gulftalent.com/jobs?keywords=Enterprise+Architect,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00104,Enterprise Architect — GulfTalent Live Search,Kuwait,Live Job Search,Kuwait,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.gulftalent.com/jobs?keywords=Enterprise+Architect,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00105,Enterprise Architect — GulfTalent Live Search,Oman,Live Job Search,Oman,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.gulftalent.com/jobs?keywords=Enterprise+Architect,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00106,Enterprise Architect — GulfTalent Live Search,Bahrain,Live Job Search,Bahrain,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.gulftalent.com/jobs?keywords=Enterprise+Architect,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00107,Enterprise Architect — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.linkedin.com/jobs/search/?keywords=Enterprise+Architect&sortBy=DD&location=Egypt,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00108,Enterprise Architect — LinkedIn Live Search,Saudi Arabia,Live Job Search,Saudi Arabia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.linkedin.com/jobs/search/?keywords=Enterprise+Architect&sortBy=DD&location=Saudi+Arabia,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00109,Enterprise Architect — LinkedIn Live Search,United Arab Emirates,Live Job Search,United Arab Emirates,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.linkedin.com/jobs/search/?keywords=Enterprise+Architect&sortBy=DD&location=United+Arab+Emirates,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00110,Enterprise Architect — LinkedIn Live Search,Qatar,Live Job Search,Qatar,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.linkedin.com/jobs/search/?keywords=Enterprise+Architect&sortBy=DD&location=Qatar,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00111,Enterprise Architect — LinkedIn Live Search,Kuwait,Live Job Search,Kuwait,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.linkedin.com/jobs/search/?keywords=Enterprise+Architect&sortBy=DD&location=Kuwait,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00112,Enterprise Architect — LinkedIn Live Search,Oman,Live Job Search,Oman,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.linkedin.com/jobs/search/?keywords=Enterprise+Architect&sortBy=DD&location=Oman,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00113,Enterprise Architect — LinkedIn Live Search,Bahrain,Live Job Search,Bahrain,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.linkedin.com/jobs/search/?keywords=Enterprise+Architect&sortBy=DD&location=Bahrain,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00114,Enterprise Architect — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://wuzzuf.net/search/jobs/?q=Enterprise+Architect&a=navbl,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00115,IT Director — Bayt Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.bayt.com/en/egypt/jobs/IT%20Director-jobs/,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00116,IT Director — Bayt Live Search,Saudi Arabia,Live Job Search,Saudi Arabia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.bayt.com/en/saudi-arabia/jobs/IT%20Director-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00117,IT Director — Bayt Live Search,United Arab Emirates,Live Job Search,United Arab Emirates,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.bayt.com/en/united-arab-emirates/jobs/IT%20Director-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00118,IT Director — Bayt Live Search,Qatar,Live Job Search,Qatar,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.bayt.com/en/qatar/jobs/IT%20Director-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00119,IT Director — Bayt Live Search,Kuwait,Live Job Search,Kuwait,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.bayt.com/en/kuwait/jobs/IT%20Director-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00120,IT Director — Bayt Live Search,Oman,Live Job Search,Oman,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.bayt.com/en/oman/jobs/IT%20Director-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00121,IT Director — Bayt Live Search,Bahrain,Live Job Search,Bahrain,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.bayt.com/en/bahrain/jobs/IT%20Director-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00122,IT Director — Google Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.google.com/search?q=Egypt+IT+Director+jobs+posted+this+week,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00123,IT Director — GulfTalent Live Search,Saudi Arabia,Live Job Search,Saudi Arabia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.gulftalent.com/jobs?keywords=IT+Director,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00124,IT Director — GulfTalent Live Search,United Arab Emirates,Live Job Search,United Arab Emirates,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.gulftalent.com/jobs?keywords=IT+Director,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00125,IT Director — GulfTalent Live Search,Qatar,Live Job Search,Qatar,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.gulftalent.com/jobs?keywords=IT+Director,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00126,IT Director — GulfTalent Live Search,Kuwait,Live Job Search,Kuwait,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.gulftalent.com/jobs?keywords=IT+Director,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00127,IT Director — GulfTalent Live Search,Oman,Live Job Search,Oman,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.gulftalent.com/jobs?keywords=IT+Director,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00128,IT Director — GulfTalent Live Search,Bahrain,Live Job Search,Bahrain,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.gulftalent.com/jobs?keywords=IT+Director,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00129,IT Director — LinkedIn Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.linkedin.com/jobs/search/?keywords=IT+Director&sortBy=DD&location=Egypt,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00130,IT Director — LinkedIn Live Search,Saudi Arabia,Live Job Search,Saudi Arabia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.linkedin.com/jobs/search/?keywords=IT+Director&sortBy=DD&location=Saudi+Arabia,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00131,IT Director — LinkedIn Live Search,United Arab Emirates,Live Job Search,United Arab Emirates,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.linkedin.com/jobs/search/?keywords=IT+Director&sortBy=DD&location=United+Arab+Emirates,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00132,IT Director — LinkedIn Live Search,Qatar,Live Job Search,Qatar,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.linkedin.com/jobs/search/?keywords=IT+Director&sortBy=DD&location=Qatar,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00133,IT Director — LinkedIn Live Search,Kuwait,Live Job Search,Kuwait,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.linkedin.com/jobs/search/?keywords=IT+Director&sortBy=DD&location=Kuwait,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00134,IT Director — LinkedIn Live Search,Oman,Live Job Search,Oman,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.linkedin.com/jobs/search/?keywords=IT+Director&sortBy=DD&location=Oman,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00135,IT Director — LinkedIn Live Search,Bahrain,Live Job Search,Bahrain,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.linkedin.com/jobs/search/?keywords=IT+Director&sortBy=DD&location=Bahrain,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00136,IT Director — Wuzzuf Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://wuzzuf.net/search/jobs/?q=IT+Director&a=navbl,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00137,Lead Solution Architect - Open Finance & Digital Banking,Socium,Solution Architecture,United Arab Emirates,Abu Dhabi,Expired,,2026-07-20,Platform-Indexed Vacancy,B,65,https://ae.linkedin.com/jobs/view/lead-solution-architect-%E2%80%93-open-finance-digital-banking-transformation-at-socium-teams-done-differently-4428938364,
job-00138,Operational Excellence & Digitalization Director,The Coca-Cola Company,Digital Transformation & Strategy,Egypt,Cairo,Expired,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.linkedin.com/jobs/view/4402634138/,Director-level operational excellence experience
job-00139,Salesforce Architect,Cloud 11,Solution Architecture,Egypt,Cairo,Expired,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.linkedin.com/jobs/view/4435986280/,Salesforce architecture experience
job-00140,"Senior Applications Solutions Engineer - Fusion HCM, Health & Life Sciences",Oracle,Healthcare IT & Digital Health,Egypt,Egypt,Expired,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.linkedin.com/jobs/view/4361889046/,Oracle Fusion and presales expertise
job-00141,Sitecore Solution Architect (XM Cloud),Arcsen,Solution Architecture,Egypt,Maadi / Hybrid,Expired,,2026-07-20,Platform-Indexed Vacancy,A,65,https://jobs.workable.com/view/vrEjNQyZvDiNRzx2vGmZkj/hybrid-sitecore-solution-architect-%28xm-cloud%29-in-maadi-at-arcsen,Hybrid Maadi
job-00142,Sitecore Solution Architect (XM Cloud),Arcsen,Solution Architecture,United Arab Emirates,Dubai / Hybrid,Expired,,2026-07-20,Platform-Indexed Vacancy,A,65,https://jobs.workable.com/view/rwAMHfp2c5xsakchaNDZ6b/hybrid-sitecore-solution-architect-%28xm-cloud%29-in-dubai-at-arcsen,Hybrid Dubai
job-00143,Solution Architect - Technical Governance Lead,Konecta,Solution Architecture,Egypt,New Cairo,Possibly Available,2026-07-06,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.linkedin.com/jobs/konecta-jobs-worldwide?f_AL=true,"Verify eligibility, deadline and work authorization on the linked source before applying."
job-00144,Technical Program Manager — Bayt Live Search,Egypt,Live Job Search,Egypt,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.bayt.com/en/egypt/jobs/Technical%20Program%20Manager-jobs/,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00145,Technical Program Manager — Bayt Live Search,Saudi Arabia,Live Job Search,Saudi Arabia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.bayt.com/en/saudi-arabia/jobs/Technical%20Program%20Manager-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00146,Technical Program Manager — Bayt Live Search,United Arab Emirates,Live Job Search,United Arab Emirates,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.bayt.com/en/united-arab-emirates/jobs/Technical%20Program%20Manager-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00147,Technical Program Manager — Bayt Live Search,Qatar,Live Job Search,Qatar,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.bayt.com/en/qatar/jobs/Technical%20Program%20Manager-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00148,Technical Program Manager — Bayt Live Search,Kuwait,Live Job Search,Kuwait,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.bayt.com/en/kuwait/jobs/Technical%20Program%20Manager-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00149,Technical Program Manager — Bayt Live Search,Oman,Live Job Search,Oman,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.bayt.com/en/oman/jobs/Technical%20Program%20Manager-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00150,Technical Program Manager — Bayt Live Search,Bahrain,Live Job Search,Bahrain,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,65,https://www.bayt.com/en/bahrain/jobs/Technical%20Program%20Manager-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
