id,record_type,category,title,organization,subtitle,role_family,type,industry,region,country,location,availability_status,published_date,expiry_date,last_checked,posted_text,source,source_quality,source_quality_label,verification_level,match_score,fit,priority_tier,url,notes
project-00307,Project / Tender,project,FCDO Procurement — Health Information Systems Search,UK development contracts,UK development contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FCDO Procurement,A,Official / primary source,Official,55,Low,,https://www.contractsfinder.service.gov.uk/Search,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00308,Project / Tender,project,FCDO Procurement — Cloud Migration Search,UK development contracts,UK development contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FCDO Procurement,A,Official / primary source,Official,55,Low,,https://www.contractsfinder.service.gov.uk/Search,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00309,Project / Tender,project,FCDO Procurement — Cybersecurity Consulting Search,UK development contracts,UK development contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FCDO Procurement,A,Official / primary source,Official,53,Low,,https://www.contractsfinder.service.gov.uk/Search,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00310,Project / Tender,project,FCDO Procurement — Ai Strategy Search,UK development contracts,UK development contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FCDO Procurement,A,Official / primary source,Official,53,Low,,https://www.contractsfinder.service.gov.uk/Search,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00311,Project / Tender,project,FCDO Procurement — Erp Implementation Search,UK development contracts,UK development contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FCDO Procurement,A,Official / primary source,Official,55,Low,,https://www.contractsfinder.service.gov.uk/Search,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00312,Project / Tender,project,FCDO Procurement — Systems Integration Search,UK development contracts,UK development contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FCDO Procurement,A,Official / primary source,Official,55,Low,,https://www.contractsfinder.service.gov.uk/Search,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00313,Project / Tender,project,FCDO Procurement — Project Management Search,UK development contracts,UK development contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FCDO Procurement,A,Official / primary source,Official,53,Low,,https://www.contractsfinder.service.gov.uk/Search,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00314,Project / Tender,project,FCDO Procurement — Technical Assistance Search,UK development contracts,UK development contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FCDO Procurement,A,Official / primary source,Official,53,Low,,https://www.contractsfinder.service.gov.uk/Search,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00315,Project / Tender,project,FCDO Procurement — Business Process Reengineering Search,UK development contracts,UK development contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FCDO Procurement,A,Official / primary source,Official,53,Low,,https://www.contractsfinder.service.gov.uk/Search,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00316,Project / Tender,project,SAM.gov — Ict Consulting Search,US government contracts,US government contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,SAM.gov,A,Official / primary source,Official,53,Low,,https://sam.gov/content/opportunities,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00317,Project / Tender,project,SAM.gov — Digital Transformation Search,US government contracts,US government contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,SAM.gov,A,Official / primary source,Official,57,Low,,https://sam.gov/content/opportunities,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00318,Project / Tender,project,SAM.gov — Software Development Search,US government contracts,US government contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,SAM.gov,A,Official / primary source,Official,53,Low,,https://sam.gov/content/opportunities,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00319,Project / Tender,project,SAM.gov — Enterprise Architecture Search,US government contracts,US government contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,SAM.gov,A,Official / primary source,Official,68,Medium,,https://sam.gov/content/opportunities,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00320,Project / Tender,project,SAM.gov — Data Governance Search,US government contracts,US government contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,SAM.gov,A,Official / primary source,Official,60,Medium,,https://sam.gov/content/opportunities,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00321,Project / Tender,project,SAM.gov — Digital Health Search,US government contracts,US government contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,SAM.gov,A,Official / primary source,Official,59,Low,,https://sam.gov/content/opportunities,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00322,Project / Tender,project,SAM.gov — Health Information Systems Search,US government contracts,US government contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,SAM.gov,A,Official / primary source,Official,55,Low,,https://sam.gov/content/opportunities,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00323,Project / Tender,project,SAM.gov — Cloud Migration Search,US government contracts,US government contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,SAM.gov,A,Official / primary source,Official,55,Low,,https://sam.gov/content/opportunities,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00324,Project / Tender,project,SAM.gov — Cybersecurity Consulting Search,US government contracts,US government contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,SAM.gov,A,Official / primary source,Official,53,Low,,https://sam.gov/content/opportunities,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00325,Project / Tender,project,SAM.gov — Ai Strategy Search,US government contracts,US government contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,SAM.gov,A,Official / primary source,Official,53,Low,,https://sam.gov/content/opportunities,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00326,Project / Tender,project,SAM.gov — Erp Implementation Search,US government contracts,US government contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,SAM.gov,A,Official / primary source,Official,55,Low,,https://sam.gov/content/opportunities,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00327,Project / Tender,project,SAM.gov — Systems Integration Search,US government contracts,US government contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,SAM.gov,A,Official / primary source,Official,55,Low,,https://sam.gov/content/opportunities,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00328,Project / Tender,project,SAM.gov — Project Management Search,US government contracts,US government contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,SAM.gov,A,Official / primary source,Official,53,Low,,https://sam.gov/content/opportunities,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00329,Project / Tender,project,SAM.gov — Technical Assistance Search,US government contracts,US government contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,SAM.gov,A,Official / primary source,Official,53,Low,,https://sam.gov/content/opportunities,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00330,Project / Tender,project,SAM.gov — Business Process Reengineering Search,US government contracts,US government contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,SAM.gov,A,Official / primary source,Official,53,Low,,https://sam.gov/content/opportunities,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00331,Project / Tender,project,African Union Procurement — Ict Consulting Search,African Union bids,African Union bids,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,African Union Procurement,A,Official / primary source,Official,53,Low,,https://au.int/en/bids,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00332,Project / Tender,project,African Union Procurement — Digital Transformation Search,African Union bids,African Union bids,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,African Union Procurement,A,Official / primary source,Official,57,Low,,https://au.int/en/bids,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00333,Project / Tender,project,African Union Procurement — Software Development Search,African Union bids,African Union bids,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,African Union Procurement,A,Official / primary source,Official,53,Low,,https://au.int/en/bids,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00334,Project / Tender,project,African Union Procurement — Enterprise Architecture Search,African Union bids,African Union bids,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,African Union Procurement,A,Official / primary source,Official,68,Medium,,https://au.int/en/bids,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00335,Project / Tender,project,African Union Procurement — Data Governance Search,African Union bids,African Union bids,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,African Union Procurement,A,Official / primary source,Official,60,Medium,,https://au.int/en/bids,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00336,Project / Tender,project,African Union Procurement — Digital Health Search,African Union bids,African Union bids,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,African Union Procurement,A,Official / primary source,Official,59,Low,,https://au.int/en/bids,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00337,Project / Tender,project,African Union Procurement — Health Information Systems Search,African Union bids,African Union bids,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,African Union Procurement,A,Official / primary source,Official,55,Low,,https://au.int/en/bids,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00338,Project / Tender,project,African Union Procurement — Cloud Migration Search,African Union bids,African Union bids,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,African Union Procurement,A,Official / primary source,Official,55,Low,,https://au.int/en/bids,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00339,Project / Tender,project,African Union Procurement — Cybersecurity Consulting Search,African Union bids,African Union bids,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,African Union Procurement,A,Official / primary source,Official,53,Low,,https://au.int/en/bids,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00340,Project / Tender,project,African Union Procurement — Ai Strategy Search,African Union bids,African Union bids,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,African Union Procurement,A,Official / primary source,Official,53,Low,,https://au.int/en/bids,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00341,Project / Tender,project,African Union Procurement — Erp Implementation Search,African Union bids,African Union bids,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,African Union Procurement,A,Official / primary source,Official,55,Low,,https://au.int/en/bids,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00342,Project / Tender,project,African Union Procurement — Systems Integration Search,African Union bids,African Union bids,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,African Union Procurement,A,Official / primary source,Official,55,Low,,https://au.int/en/bids,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00343,Project / Tender,project,African Union Procurement — Project Management Search,African Union bids,African Union bids,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,African Union Procurement,A,Official / primary source,Official,53,Low,,https://au.int/en/bids,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00344,Project / Tender,project,African Union Procurement — Technical Assistance Search,African Union bids,African Union bids,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,African Union Procurement,A,Official / primary source,Official,53,Low,,https://au.int/en/bids,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00345,Project / Tender,project,African Union Procurement — Business Process Reengineering Search,African Union bids,African Union bids,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,African Union Procurement,A,Official / primary source,Official,53,Low,,https://au.int/en/bids,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00346,Project / Tender,project,COMESA Procurement — Ict Consulting Search,COMESA tenders,COMESA tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,COMESA Procurement,A,Official / primary source,Official,53,Low,,https://www.comesa.int/category/tenders/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00347,Project / Tender,project,COMESA Procurement — Digital Transformation Search,COMESA tenders,COMESA tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,COMESA Procurement,A,Official / primary source,Official,57,Low,,https://www.comesa.int/category/tenders/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00348,Project / Tender,project,COMESA Procurement — Software Development Search,COMESA tenders,COMESA tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,COMESA Procurement,A,Official / primary source,Official,53,Low,,https://www.comesa.int/category/tenders/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00349,Project / Tender,project,COMESA Procurement — Enterprise Architecture Search,COMESA tenders,COMESA tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,COMESA Procurement,A,Official / primary source,Official,68,Medium,,https://www.comesa.int/category/tenders/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00350,Project / Tender,project,COMESA Procurement — Data Governance Search,COMESA tenders,COMESA tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,COMESA Procurement,A,Official / primary source,Official,60,Medium,,https://www.comesa.int/category/tenders/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00351,Project / Tender,project,COMESA Procurement — Digital Health Search,COMESA tenders,COMESA tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,COMESA Procurement,A,Official / primary source,Official,59,Low,,https://www.comesa.int/category/tenders/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00352,Project / Tender,project,COMESA Procurement — Health Information Systems Search,COMESA tenders,COMESA tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,COMESA Procurement,A,Official / primary source,Official,55,Low,,https://www.comesa.int/category/tenders/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00353,Project / Tender,project,COMESA Procurement — Cloud Migration Search,COMESA tenders,COMESA tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,COMESA Procurement,A,Official / primary source,Official,55,Low,,https://www.comesa.int/category/tenders/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00354,Project / Tender,project,COMESA Procurement — Cybersecurity Consulting Search,COMESA tenders,COMESA tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,COMESA Procurement,A,Official / primary source,Official,53,Low,,https://www.comesa.int/category/tenders/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00355,Project / Tender,project,COMESA Procurement — Ai Strategy Search,COMESA tenders,COMESA tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,COMESA Procurement,A,Official / primary source,Official,53,Low,,https://www.comesa.int/category/tenders/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00356,Project / Tender,project,COMESA Procurement — Erp Implementation Search,COMESA tenders,COMESA tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,COMESA Procurement,A,Official / primary source,Official,55,Low,,https://www.comesa.int/category/tenders/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00357,Project / Tender,project,COMESA Procurement — Systems Integration Search,COMESA tenders,COMESA tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,COMESA Procurement,A,Official / primary source,Official,55,Low,,https://www.comesa.int/category/tenders/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00358,Project / Tender,project,COMESA Procurement — Project Management Search,COMESA tenders,COMESA tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,COMESA Procurement,A,Official / primary source,Official,53,Low,,https://www.comesa.int/category/tenders/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00359,Project / Tender,project,COMESA Procurement — Technical Assistance Search,COMESA tenders,COMESA tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,COMESA Procurement,A,Official / primary source,Official,53,Low,,https://www.comesa.int/category/tenders/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00360,Project / Tender,project,COMESA Procurement — Business Process Reengineering Search,COMESA tenders,COMESA tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,COMESA Procurement,A,Official / primary source,Official,53,Low,,https://www.comesa.int/category/tenders/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00361,Project / Tender,project,ECOWAS Procurement — Ict Consulting Search,ECOWAS procurement,ECOWAS procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ECOWAS Procurement,A,Official / primary source,Official,53,Low,,https://www.ecowas.int/doing-business-in-ecowas/procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00362,Project / Tender,project,ECOWAS Procurement — Digital Transformation Search,ECOWAS procurement,ECOWAS procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ECOWAS Procurement,A,Official / primary source,Official,57,Low,,https://www.ecowas.int/doing-business-in-ecowas/procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00363,Project / Tender,project,ECOWAS Procurement — Software Development Search,ECOWAS procurement,ECOWAS procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ECOWAS Procurement,A,Official / primary source,Official,53,Low,,https://www.ecowas.int/doing-business-in-ecowas/procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00364,Project / Tender,project,ECOWAS Procurement — Enterprise Architecture Search,ECOWAS procurement,ECOWAS procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ECOWAS Procurement,A,Official / primary source,Official,68,Medium,,https://www.ecowas.int/doing-business-in-ecowas/procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00365,Project / Tender,project,ECOWAS Procurement — Data Governance Search,ECOWAS procurement,ECOWAS procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ECOWAS Procurement,A,Official / primary source,Official,60,Medium,,https://www.ecowas.int/doing-business-in-ecowas/procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00366,Project / Tender,project,ECOWAS Procurement — Digital Health Search,ECOWAS procurement,ECOWAS procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ECOWAS Procurement,A,Official / primary source,Official,59,Low,,https://www.ecowas.int/doing-business-in-ecowas/procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00367,Project / Tender,project,ECOWAS Procurement — Health Information Systems Search,ECOWAS procurement,ECOWAS procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ECOWAS Procurement,A,Official / primary source,Official,55,Low,,https://www.ecowas.int/doing-business-in-ecowas/procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00368,Project / Tender,project,ECOWAS Procurement — Cloud Migration Search,ECOWAS procurement,ECOWAS procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ECOWAS Procurement,A,Official / primary source,Official,55,Low,,https://www.ecowas.int/doing-business-in-ecowas/procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00369,Project / Tender,project,ECOWAS Procurement — Cybersecurity Consulting Search,ECOWAS procurement,ECOWAS procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ECOWAS Procurement,A,Official / primary source,Official,53,Low,,https://www.ecowas.int/doing-business-in-ecowas/procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00370,Project / Tender,project,ECOWAS Procurement — Ai Strategy Search,ECOWAS procurement,ECOWAS procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ECOWAS Procurement,A,Official / primary source,Official,53,Low,,https://www.ecowas.int/doing-business-in-ecowas/procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00371,Project / Tender,project,ECOWAS Procurement — Erp Implementation Search,ECOWAS procurement,ECOWAS procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ECOWAS Procurement,A,Official / primary source,Official,55,Low,,https://www.ecowas.int/doing-business-in-ecowas/procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00372,Project / Tender,project,ECOWAS Procurement — Systems Integration Search,ECOWAS procurement,ECOWAS procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ECOWAS Procurement,A,Official / primary source,Official,55,Low,,https://www.ecowas.int/doing-business-in-ecowas/procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00373,Project / Tender,project,ECOWAS Procurement — Project Management Search,ECOWAS procurement,ECOWAS procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ECOWAS Procurement,A,Official / primary source,Official,53,Low,,https://www.ecowas.int/doing-business-in-ecowas/procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00374,Project / Tender,project,ECOWAS Procurement — Technical Assistance Search,ECOWAS procurement,ECOWAS procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ECOWAS Procurement,A,Official / primary source,Official,53,Low,,https://www.ecowas.int/doing-business-in-ecowas/procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00375,Project / Tender,project,ECOWAS Procurement — Business Process Reengineering Search,ECOWAS procurement,ECOWAS procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ECOWAS Procurement,A,Official / primary source,Official,53,Low,,https://www.ecowas.int/doing-business-in-ecowas/procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00376,Project / Tender,project,SADC Procurement — Ict Consulting Search,SADC procurement,SADC procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,SADC Procurement,A,Official / primary source,Official,53,Low,,https://www.sadc.int/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00377,Project / Tender,project,SADC Procurement — Digital Transformation Search,SADC procurement,SADC procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,SADC Procurement,A,Official / primary source,Official,57,Low,,https://www.sadc.int/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00378,Project / Tender,project,SADC Procurement — Software Development Search,SADC procurement,SADC procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,SADC Procurement,A,Official / primary source,Official,53,Low,,https://www.sadc.int/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00379,Project / Tender,project,SADC Procurement — Enterprise Architecture Search,SADC procurement,SADC procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,SADC Procurement,A,Official / primary source,Official,68,Medium,,https://www.sadc.int/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00380,Project / Tender,project,SADC Procurement — Data Governance Search,SADC procurement,SADC procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,SADC Procurement,A,Official / primary source,Official,60,Medium,,https://www.sadc.int/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00381,Project / Tender,project,SADC Procurement — Digital Health Search,SADC procurement,SADC procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,SADC Procurement,A,Official / primary source,Official,59,Low,,https://www.sadc.int/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00382,Project / Tender,project,SADC Procurement — Health Information Systems Search,SADC procurement,SADC procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,SADC Procurement,A,Official / primary source,Official,55,Low,,https://www.sadc.int/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00383,Project / Tender,project,SADC Procurement — Cloud Migration Search,SADC procurement,SADC procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,SADC Procurement,A,Official / primary source,Official,55,Low,,https://www.sadc.int/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00384,Project / Tender,project,SADC Procurement — Cybersecurity Consulting Search,SADC procurement,SADC procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,SADC Procurement,A,Official / primary source,Official,53,Low,,https://www.sadc.int/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00385,Project / Tender,project,SADC Procurement — Ai Strategy Search,SADC procurement,SADC procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,SADC Procurement,A,Official / primary source,Official,53,Low,,https://www.sadc.int/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00386,Project / Tender,project,SADC Procurement — Erp Implementation Search,SADC procurement,SADC procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,SADC Procurement,A,Official / primary source,Official,55,Low,,https://www.sadc.int/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00387,Project / Tender,project,SADC Procurement — Systems Integration Search,SADC procurement,SADC procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,SADC Procurement,A,Official / primary source,Official,55,Low,,https://www.sadc.int/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00388,Project / Tender,project,SADC Procurement — Project Management Search,SADC procurement,SADC procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,SADC Procurement,A,Official / primary source,Official,53,Low,,https://www.sadc.int/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
